상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,에러타입,에러메시지
526,[STARLINE] 더미 상품 526 (그린/XL),생활/주방 > 생활용품 > 청소도구,199850,216,색상,그린,사이즈,XL,STARLINE,STA52236,8879910049873,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,일본,STARLINE 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 527: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
529,[URBANWEAR] 더미 상품 529 (베이지/270),식품 > 농산물 > 과일,207010,162,색상,베이지,사이즈,270,URBANWEAR,URB71414,8890463522989,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,URBANWEAR 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 530: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
530,[MOON] 더미 상품 530 (그레이/S),패션의류 > 하의 > 슬랙스,121480,77,색상,그레이,사이즈,S,MOON,MOO33913,8898645417545,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,MOON 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 531: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
534,[URBANWEAR] 더미 상품 534 (그린/270),반려동물 > 고양이용품 > 간식,265210,64,색상,그린,사이즈,270,URBANWEAR,URB96589,8829454572103,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,URBANWEAR 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 535: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
537,[STARLINE] 더미 상품 537 (화이트/FREE),생활/주방 > 생활용품 > 청소도구,96960,49,색상,화이트,사이즈,FREE,STARLINE,STA30688,8801810104438,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,STARLINE 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 538: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
539,[NAVYFOX] 더미 상품 539 (베이지/L),디지털/가전 > 마우스,275570,78,색상,베이지,사이즈,L,NAVYFOX,NAV64914,8893576590373,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,NAVYFOX 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 540: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
540,[MOON] 더미 상품 540 (블루/S),디지털/가전 > 마우스,158320,271,색상,블루,사이즈,S,MOON,MOO94052,8803910793335,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,MOON 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 541: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
541,[NAVYFOX] 더미 상품 541 (그린/260),패션의류 > 하의 > 슬랙스,49820,46,색상,그린,사이즈,260,NAVYFOX,NAV38806,8816185963523,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,NAVYFOX 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 542: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
542,[TECHONE] 더미 상품 542 (블랙/L),식품 > 과자/간식 > 과자,119590,150,색상,블랙,사이즈,L,TECHONE,TEC54985,8815729121026,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,TECHONE 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 543: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
544,[MOON] 더미 상품 544 (베이지/250),생활/주방 > 수납/정리,79320,117,색상,베이지,사이즈,250,MOON,MOO53675,8848300584802,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 545: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
545,[FASHIONLAB] 더미 상품 545 (블루/L),패션의류 > 하의 > 슬랙스,291720,150,색상,블루,사이즈,L,FASHIONLAB,FAS90656,8825727247837,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,FASHIONLAB 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 546: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
546,[TECHONE] 더미 상품 546 (블루/M),패션의류 > 하의 > 슬랙스,209810,292,색상,블루,사이즈,M,TECHONE,TEC78771,8881882278945,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,TECHONE 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 547: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
547,[DIGIPRO] 더미 상품 547 (화이트/FREE),디지털/가전 > 키보드,107360,113,색상,화이트,사이즈,FREE,DIGIPRO,DIG14354,8861576026993,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,DIGIPRO 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 548: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
549,[DIGIPRO] 더미 상품 549 (베이지/FREE),디지털/가전 > 키보드,265270,270,색상,베이지,사이즈,FREE,DIGIPRO,DIG10391,8878247419676,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,DIGIPRO 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 550: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
550,[TECHONE] 더미 상품 550 (블루/250),패션의류 > 하의 > 슬랙스,146740,75,색상,블루,사이즈,250,TECHONE,TEC96759,8817856371424,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,TECHONE 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 551: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
552,[FASHIONLAB] 더미 상품 552 (레드/M),식품 > 밀키트 > 반조리,135190,198,색상,레드,사이즈,M,FASHIONLAB,FAS99402,8843290724281,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,FASHIONLAB 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 553: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
559,[HOMEPLUS] 더미 상품 559 (레드/260),반려동물 > 고양이용품 > 간식,201360,70,색상,레드,사이즈,260,HOMEPLUS,HOM89863,8848043608760,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,일본,HOMEPLUS 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 560: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
560,[GREENPET] 더미 상품 560 (그린/XL),패션의류 > 하의 > 슬랙스,288630,2,색상,그린,사이즈,XL,GREENPET,GRE54972,8817950055889,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,GREENPET 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 561: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
561,[NAVYFOX] 더미 상품 561 (네이비/S),생활/주방 > 수납/정리,123570,18,색상,네이비,사이즈,S,NAVYFOX,NAV93231,8865880360148,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,NAVYFOX 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 562: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
562,[TECHONE] 더미 상품 562 (그레이/FREE),생활/주방 > 생활용품 > 청소도구,21460,139,색상,그레이,사이즈,FREE,TECHONE,TEC46364,8849472663661,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,TECHONE 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 563: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
567,[COOKMASTER] 더미 상품 567 (블루/FREE),반려동물 > 고양이용품 > 간식,220510,102,색상,블루,사이즈,FREE,COOKMASTER,COO11813,8872275804718,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,COOKMASTER 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 568: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
568,[NAVYFOX] 더미 상품 568 (블루/270),생활/주방 > 생활용품 > 청소도구,172190,40,색상,블루,사이즈,270,NAVYFOX,NAV54103,8897540413886,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,NAVYFOX 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 569: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
569,[GREENPET] 더미 상품 569 (네이비/270),생활/주방 > 주방용품 > 프라이팬,254670,129,색상,네이비,사이즈,270,GREENPET,GRE98857,8806863602918,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,GREENPET 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 570: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
570,[URBANWEAR] 더미 상품 570 (블랙/260),디지털/가전 > 마우스,60310,202,색상,블랙,사이즈,260,URBANWEAR,URB10428,8895474018380,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,URBANWEAR 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 571: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
573,[NAVYFOX] 더미 상품 573 (네이비/260),생활/주방 > 생활용품 > 청소도구,170670,107,색상,네이비,사이즈,260,NAVYFOX,NAV19694,8883745384557,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,NAVYFOX 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 574: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
574,[GREENPET] 더미 상품 574 (블루/L),식품 > 밀키트 > 반조리,158390,121,색상,블루,사이즈,L,GREENPET,GRE72058,8846224217371,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,GREENPET 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 575: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
575,[DIGIPRO] 더미 상품 575 (블루/M),식품 > 밀키트 > 반조리,169280,72,색상,블루,사이즈,M,DIGIPRO,DIG24543,8817938545478,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,DIGIPRO 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 576: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
576,[NAVYFOX] 더미 상품 576 (레드/FREE),식품 > 농산물 > 과일,76310,135,색상,레드,사이즈,FREE,NAVYFOX,NAV36284,8883211824811,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,NAVYFOX 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 577: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
577,[FASHIONLAB] 더미 상품 577 (베이지/S),패션의류 > 하의 > 슬랙스,218950,136,색상,베이지,사이즈,S,FASHIONLAB,FAS30693,8897694687113,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,FASHIONLAB 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 578: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
582,[MOON] 더미 상품 582 (베이지/XL),식품 > 과자/간식 > 과자,295220,10,색상,베이지,사이즈,XL,MOON,MOO56648,8887167767024,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,MOON 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 583: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
587,[FASHIONLAB] 더미 상품 587 (레드/XL),생활/주방 > 주방용품 > 프라이팬,222310,37,색상,레드,사이즈,XL,FASHIONLAB,FAS35053,8842558640947,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,FASHIONLAB 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 588: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
590,[URBANWEAR] 더미 상품 590 (그레이/270),식품 > 과자/간식 > 과자,41640,135,색상,그레이,사이즈,270,URBANWEAR,URB38384,8896527693442,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,URBANWEAR 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 591: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
592,[DIGIPRO] 더미 상품 592 (블루/L),식품 > 농산물 > 과일,234300,179,색상,블루,사이즈,L,DIGIPRO,DIG25987,8856253106020,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,DIGIPRO 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 593: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
593,[GREENPET] 더미 상품 593 (블루/M),패션의류 > 상의 > 셔츠,13340,197,색상,블루,사이즈,M,GREENPET,GRE12571,8897988273233,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,GREENPET 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 594: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
594,[COOKMASTER] 더미 상품 594 (화이트/S),패션의류 > 하의 > 슬랙스,83650,3,색상,화이트,사이즈,S,COOKMASTER,COO13251,8883176816011,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,COOKMASTER 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 595: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
596,[DIGIPRO] 더미 상품 596 (그레이/L),디지털/가전 > 마우스,246610,193,색상,그레이,사이즈,L,DIGIPRO,DIG92766,8821924810622,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,미국,DIGIPRO 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 597: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
